"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 09 11:13:22 GMT 2025","Wed Apr 09 11:13:22 GMT 2025","155","","","","Tests","Test1","Test1",""
"passed","Wed Apr 09 11:13:22 GMT 2025","Wed Apr 09 11:13:22 GMT 2025","8","","","","IntervaloTest","TestVerificarIntervalo","TestVerificarIntervalo",""
