"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 20 11:45:58 GMT 2024","Wed Nov 20 11:45:58 GMT 2024","155","","","","Tests","Test1","Test1",""
"passed","Wed Nov 20 11:45:58 GMT 2024","Wed Nov 20 11:45:58 GMT 2024","6","","","","IntervaloTest","TestVerificarIntervalo","TestVerificarIntervalo",""
