"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 03 12:05:37 GMT 2025","Mon Feb 03 12:05:37 GMT 2025","8","","","","IntervaloTest","TestVerificarIntervalo","TestVerificarIntervalo",""
"passed","Mon Feb 03 12:05:37 GMT 2025","Mon Feb 03 12:05:38 GMT 2025","262","","","","Tests","Test1","Test1",""
