"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Dec 18 11:47:20 GMT 2024","Wed Dec 18 11:47:20 GMT 2024","222","","","","Tests","Test1","Test1",""
"passed","Wed Dec 18 11:47:20 GMT 2024","Wed Dec 18 11:47:20 GMT 2024","8","","","","IntervaloTest","TestVerificarIntervalo","TestVerificarIntervalo",""
