"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 16 11:27:41 GMT 2024","Mon Dec 16 11:27:41 GMT 2024","156","","","","Tests","Test1","Test1",""
"passed","Mon Dec 16 11:27:41 GMT 2024","Mon Dec 16 11:27:41 GMT 2024","5","","","","IntervaloTest","TestVerificarIntervalo","TestVerificarIntervalo",""
